premise_1,premise_2,inferred,support_count
apple InheritsFrom person,person AtLocation army,apple AtLocation army,1
apple InheritsFrom person,person AtLocation point time,apple AtLocation point time,1
apple InheritsFrom person,person AtLocation another universe,apple AtLocation another universe,1
apple InheritsFrom person,person AtLocation past,apple AtLocation past,1
apple InheritsFrom person,person AtLocation out mind,apple AtLocation out mind,1
apple InheritsFrom person,person AtLocation down pool,apple AtLocation down pool,1
apple InheritsFrom person,person AtLocation advantage,apple AtLocation advantage,1
apple InheritsFrom person,person AtLocation protest march,apple AtLocation protest march,1
apple InheritsFrom person,person AtLocation convent,apple AtLocation convent,1
apple InheritsFrom person,person AtLocation peace oneself,apple AtLocation peace oneself,1
apple InheritsFrom person,person AtLocation podium,apple AtLocation podium,1
apple InheritsFrom person,person AtLocation convenience store,apple AtLocation convenience store,1
apple InheritsFrom person,person AtLocation house ill repute,apple AtLocation house ill repute,1
apple InheritsFrom person,person AtLocation cybercafe,apple AtLocation cybercafe,1
apple InheritsFrom person,person AtLocation floor unconscious,apple AtLocation floor unconscious,1
apple InheritsFrom person,person AtLocation highway intersection,apple AtLocation highway intersection,1
apple InheritsFrom person,person AtLocation ski lodge,apple AtLocation ski lodge,1
apple InheritsFrom person,person AtLocation lobby hotel,apple AtLocation lobby hotel,1
apple InheritsFrom person,person AtLocation underworld,apple AtLocation underworld,1
apple InheritsFrom person,person AtLocation end road,apple AtLocation end road,1
apple InheritsFrom person,person AtLocation corner grocer,apple AtLocation corner grocer,1
apple InheritsFrom person,person AtLocation certain point life,apple AtLocation certain point life,1
apple InheritsFrom person,person AtLocation once happy then suddenly sad,apple AtLocation once happy then suddenly sad,1
apple InheritsFrom person,person AtLocation irratate,apple AtLocation irratate,1
apple InheritsFrom person,person AtLocation take walk outdoors,apple AtLocation take walk outdoors,1
apple InheritsFrom person,person AtLocation console computer,apple AtLocation console computer,1
apple InheritsFrom person,person AtLocation open play,apple AtLocation open play,1
apple InheritsFrom person,person AtLocation lose space,apple AtLocation lose space,1
apple InheritsFrom person,person AtLocation up tree,apple AtLocation up tree,1
apple InheritsFrom person,person AtLocation tree,apple AtLocation tree,1
apple InheritsFrom person,person AtLocation tavern,apple AtLocation tavern,1
apple InheritsFrom person,person AtLocation car dealership,apple AtLocation car dealership,1
apple InheritsFrom person,person AtLocation trip car,apple AtLocation trip car,1
apple InheritsFrom person,person AtLocation odds friend,apple AtLocation odds friend,1
apple InheritsFrom person,person AtLocation lake swim,apple AtLocation lake swim,1
apple InheritsFrom person,person AtLocation trash dump,apple AtLocation trash dump,1
apple InheritsFrom person,person AtLocation trailor park,apple AtLocation trailor park,1
apple InheritsFrom person,person AtLocation soldier,apple AtLocation soldier,1
apple InheritsFrom person,person AtLocation infinity,apple AtLocation infinity,1
apple InheritsFrom person,person AtLocation railway station,apple AtLocation railway station,1
apple InheritsFrom person,person AtLocation bus station,apple AtLocation bus station,1
apple InheritsFrom person,person AtLocation planetarium,apple AtLocation planetarium,1
apple InheritsFrom person,person AtLocation pearly gate,apple AtLocation pearly gate,1
apple InheritsFrom person,person AtLocation wal-mart,apple AtLocation wal-mart,1
apple InheritsFrom person,person AtLocation landfill,apple AtLocation landfill,1
apple InheritsFrom person,person AtLocation assembly line,apple AtLocation assembly line,1
apple InheritsFrom person,person AtLocation peace him]herself,apple AtLocation peace him]herself,1
apple InheritsFrom person,person AtLocation odds another person,apple AtLocation odds another person,1
apple InheritsFrom person,person AtLocation hall,apple AtLocation hall,1
apple InheritsFrom person,person AtLocation quandary,apple AtLocation quandary,1
apple InheritsFrom person,person AtLocation unemployment office,apple AtLocation unemployment office,1
apple InheritsFrom person,person AtLocation deep trance,apple AtLocation deep trance,1
apple InheritsFrom person,person AtLocation exercise increase physical activity,apple AtLocation exercise increase physical activity,1
apple InheritsFrom person,person AtLocation live room,apple AtLocation live room,1
apple InheritsFrom person,person AtLocation basketball game,apple AtLocation basketball game,1
apple InheritsFrom person,person AtLocation death row ,apple AtLocation death row ,1
apple InheritsFrom person,person AtLocation intensive care,apple AtLocation intensive care,1
apple InheritsFrom person,person AtLocation exactly 't,apple AtLocation exactly 't,1
apple InheritsFrom person,person AtLocation somewhere naughty,apple AtLocation somewhere naughty,1
apple InheritsFrom person,person AtLocation deep trouble,apple AtLocation deep trouble,1
apple InheritsFrom person,person AtLocation porch,apple AtLocation porch,1
apple InheritsFrom person,person AtLocation grandmother house,apple AtLocation grandmother house,1
apple InheritsFrom person,person AtLocation lecture,apple AtLocation lecture,1
apple InheritsFrom person,person AtLocation sea level,apple AtLocation sea level,1
apple InheritsFrom person,person AtLocation event,apple AtLocation event,1
apple InheritsFrom person,person AtLocation student,apple AtLocation student,1
apple InheritsFrom person,person AtLocation boat,apple AtLocation boat,1
apple InheritsFrom person,person AtLocation brink mental breakdown,apple AtLocation brink mental breakdown,1
apple InheritsFrom person,person AtLocation eye doctor office,apple AtLocation eye doctor office,1
apple InheritsFrom person,person AtLocation roller coaster,apple AtLocation roller coaster,1
apple InheritsFrom person,person AtLocation hide behind bush,apple AtLocation hide behind bush,1
apple InheritsFrom person,person AtLocation copy machine,apple AtLocation copy machine,1
apple InheritsFrom person,person AtLocation president desk,apple AtLocation president desk,1
apple InheritsFrom person,person AtLocation sperm bank,apple AtLocation sperm bank,1
apple InheritsFrom person,person AtLocation disney world,apple AtLocation disney world,1
apple InheritsFrom person,person AtLocation hot air balloon,apple AtLocation hot air balloon,1
apple InheritsFrom person,person AtLocation california,apple AtLocation california,1
apple InheritsFrom person,person AtLocation mother house,apple AtLocation mother house,1
apple InheritsFrom person,person AtLocation alibrary read,apple AtLocation alibrary read,1
apple InheritsFrom person,person AtLocation vacation,apple AtLocation vacation,1
apple InheritsFrom person,person AtLocation crowd room,apple AtLocation crowd room,1
apple InheritsFrom person,person AtLocation peaceful,apple AtLocation peaceful,1
apple InheritsFrom person,person AtLocation rainforest,apple AtLocation rainforest,1
apple InheritsFrom person,person AtLocation bend,apple AtLocation bend,1
apple InheritsFrom person,person AtLocation shoe store,apple AtLocation shoe store,1
apple InheritsFrom person,person AtLocation streetlight,apple AtLocation streetlight,1
apple InheritsFrom person,person AtLocation rehearsal,apple AtLocation rehearsal,1
apple InheritsFrom person,person AtLocation gate,apple AtLocation gate,1
apple InheritsFrom person,person AtLocation different nationality,apple AtLocation different nationality,1
apple InheritsFrom person,person AtLocation skyscraper,apple AtLocation skyscraper,1
apple InheritsFrom person,person AtLocation foot,apple AtLocation foot,1
apple InheritsFrom person,person AtLocation odds themselves,apple AtLocation odds themselves,1
apple InheritsFrom person,person AtLocation peace within themselves,apple AtLocation peace within themselves,1
apple InheritsFrom person,person AtLocation montana,apple AtLocation montana,1
apple InheritsFrom person,person AtLocation south pole,apple AtLocation south pole,1
apple InheritsFrom person,person AtLocation manager,apple AtLocation manager,1
apple InheritsFrom person,person AtLocation crucial crossroad live,apple AtLocation crucial crossroad live,1
apple InheritsFrom person,person AtLocation tizzy,apple AtLocation tizzy,1
apple InheritsFrom person,person AtLocation upstairs,apple AtLocation upstairs,1
apple InheritsFrom person,person AtLocation upper floor,apple AtLocation upper floor,1
apple InheritsFrom person,person AtLocation record studio,apple AtLocation record studio,1
apple InheritsFrom person,person AtLocation mexican restaurant,apple AtLocation mexican restaurant,1
apple InheritsFrom person,person AtLocation rendezvous,apple AtLocation rendezvous,1
apple InheritsFrom person,person AtLocation zion national park,apple AtLocation zion national park,1
apple InheritsFrom person,person AtLocation national park,apple AtLocation national park,1
apple InheritsFrom person,person AtLocation land nod,apple AtLocation land nod,1
apple InheritsFrom person,person AtLocation computer terminal,apple AtLocation computer terminal,1
apple InheritsFrom person,person AtLocation up,apple AtLocation up,1
apple InheritsFrom person,person AtLocation end world,apple AtLocation end world,1
apple InheritsFrom person,person AtLocation carwash,apple AtLocation carwash,1
apple InheritsFrom person,person AtLocation loo,apple AtLocation loo,1
apple InheritsFrom person,person AtLocation flea market,apple AtLocation flea market,1
apple InheritsFrom person,person AtLocation middle road,apple AtLocation middle road,1
apple InheritsFrom person,person AtLocation jazz festival,apple AtLocation jazz festival,1
apple InheritsFrom person,person AtLocation bench,apple AtLocation bench,1
apple InheritsFrom person,person AtLocation reace,apple AtLocation reace,1
apple InheritsFrom person,person AtLocation mortuary,apple AtLocation mortuary,1
apple InheritsFrom person,person AtLocation next open window,apple AtLocation next open window,1
apple InheritsFrom person,person AtLocation rock,apple AtLocation rock,1
apple InheritsFrom person,person AtLocation hide behind door,apple AtLocation hide behind door,1
apple InheritsFrom person,person AtLocation oxford,apple AtLocation oxford,1
apple InheritsFrom person,person AtLocation silly mid-off,apple AtLocation silly mid-off,1
apple InheritsFrom person,person AtLocation luncheon,apple AtLocation luncheon,1
apple InheritsFrom person,person AtLocation lose own thought,apple AtLocation lose own thought,1
apple InheritsFrom person,person AtLocation peace themselves,apple AtLocation peace themselves,1
apple InheritsFrom person,person AtLocation begin maze,apple AtLocation begin maze,1
apple InheritsFrom person,person AtLocation arena,apple AtLocation arena,1
apple InheritsFrom person,person AtLocation retreat,apple AtLocation retreat,1
apple InheritsFrom person,person AtLocation coutner,apple AtLocation coutner,1
apple InheritsFrom person,person AtLocation counter,apple AtLocation counter,1
apple InheritsFrom person,person AtLocation dire strait,apple AtLocation dire strait,1
apple InheritsFrom person,person AtLocation swim lesson,apple AtLocation swim lesson,1
apple InheritsFrom person,person AtLocation horse race,apple AtLocation horse race,1
apple InheritsFrom person,person AtLocation experimental space colony,apple AtLocation experimental space colony,1
apple InheritsFrom person,person AtLocation 1996tl66,apple AtLocation 1996tl66,1
apple InheritsFrom person,person AtLocation now,apple AtLocation now,1
apple InheritsFrom person,person AtLocation strip mall,apple AtLocation strip mall,1
apple InheritsFrom person,person AtLocation pot luck dinner,apple AtLocation pot luck dinner,1
apple InheritsFrom person,person AtLocation mirror,apple AtLocation mirror,1
apple InheritsFrom person,person AtLocation hospital bed,apple AtLocation hospital bed,1
apple InheritsFrom person,person AtLocation bedside,apple AtLocation bedside,1
apple InheritsFrom person,person AtLocation den,apple AtLocation den,1
apple InheritsFrom person,person AtLocation orbit around moon,apple AtLocation orbit around moon,1
apple InheritsFrom person,person AtLocation tunnel,apple AtLocation tunnel,1
apple InheritsFrom person,person AtLocation hot dog stand,apple AtLocation hot dog stand,1
apple InheritsFrom person,person AtLocation file cabinet,apple AtLocation file cabinet,1
apple InheritsFrom person,person AtLocation refrigerator,apple AtLocation refrigerator,1
apple InheritsFrom person,person AtLocation work chop nut,apple AtLocation work chop nut,1
apple InheritsFrom person,person AtLocation park bench,apple AtLocation park bench,1
apple InheritsFrom person,person AtLocation castle,apple AtLocation castle,1
apple InheritsFrom person,person AtLocation manager office,apple AtLocation manager office,1
apple InheritsFrom person,person AtLocation mall,apple AtLocation mall,1
apple InheritsFrom person,person AtLocation appointment,apple AtLocation appointment,1
apple InheritsFrom person,person AtLocation farewell,apple AtLocation farewell,1
apple InheritsFrom person,person AtLocation council office,apple AtLocation council office,1
apple InheritsFrom person,person AtLocation pelican cross,apple AtLocation pelican cross,1
apple InheritsFrom person,person AtLocation cage,apple AtLocation cage,1
apple InheritsFrom person,person AtLocation cornfield,apple AtLocation cornfield,1
apple InheritsFrom person,person AtLocation emergency room,apple AtLocation emergency room,1
apple InheritsFrom person,person AtLocation garage sale,apple AtLocation garage sale,1
apple InheritsFrom person,person AtLocation trail,apple AtLocation trail,1
apple InheritsFrom person,person AtLocation drive-in theatre,apple AtLocation drive-in theatre,1
apple InheritsFrom person,person AtLocation another dimension,apple AtLocation another dimension,1
apple InheritsFrom person,person AtLocation disneyworld,apple AtLocation disneyworld,1
apple InheritsFrom person,person AtLocation dog track,apple AtLocation dog track,1
apple InheritsFrom person,person AtLocation bunker,apple AtLocation bunker,1
apple InheritsFrom person,person AtLocation historic site,apple AtLocation historic site,1
apple InheritsFrom person,person AtLocation dessert island,apple AtLocation dessert island,1
apple InheritsFrom person,person AtLocation another world,apple AtLocation another world,1
apple InheritsFrom person,person AtLocation workplace,apple AtLocation workplace,1
apple InheritsFrom person,person AtLocation feast,apple AtLocation feast,1
apple InheritsFrom person,person AtLocation intersection,apple AtLocation intersection,1
apple InheritsFrom person,person AtLocation orbit capsule,apple AtLocation orbit capsule,1
apple InheritsFrom person,person AtLocation overpass,apple AtLocation overpass,1
apple InheritsFrom person,person AtLocation pass out sofa,apple AtLocation pass out sofa,1
apple InheritsFrom person,person AtLocation lan party,apple AtLocation lan party,1
apple InheritsFrom person,person AtLocation dumpster,apple AtLocation dumpster,1
apple InheritsFrom person,person AtLocation floorboard,apple AtLocation floorboard,1
apple InheritsFrom person,person AtLocation next,apple AtLocation next,1
apple InheritsFrom person,person AtLocation parliament house,apple AtLocation parliament house,1
apple InheritsFrom person,person AtLocation isolate place,apple AtLocation isolate place,1
apple InheritsFrom person,person AtLocation taxi,apple AtLocation taxi,1
apple InheritsFrom person,person AtLocation street walk,apple AtLocation street walk,1
apple InheritsFrom person,person AtLocation marina,apple AtLocation marina,1
apple InheritsFrom person,person AtLocation state capitol,apple AtLocation state capitol,1
apple InheritsFrom person,person AtLocation fly concorde,apple AtLocation fly concorde,1
apple InheritsFrom person,person AtLocation side road,apple AtLocation side road,1
apple InheritsFrom person,person AtLocation phine directory,apple AtLocation phine directory,1
apple InheritsFrom person,person AtLocation hapy,apple AtLocation hapy,1
apple InheritsFrom person,person AtLocation mail,apple AtLocation mail,1
apple InheritsFrom person,person AtLocation hostipal,apple AtLocation hostipal,1
apple InheritsFrom person,person AtLocation car,apple AtLocation car,1
apple InheritsFrom person,person AtLocation something,apple AtLocation something,1
apple InheritsFrom person,person AtLocation dmv,apple AtLocation dmv,1
apple InheritsFrom person,person AtLocation hawaius,apple AtLocation hawaius,1
apple InheritsFrom person,person AtLocation verge insanity,apple AtLocation verge insanity,1
apple InheritsFrom person,person AtLocation front computer,apple AtLocation front computer,1
apple InheritsFrom person,person AtLocation land,apple AtLocation land,1
apple InheritsFrom person,person AtLocation toastmaster meet,apple AtLocation toastmaster meet,1
apple InheritsFrom person,person AtLocation island crete,apple AtLocation island crete,1
apple InheritsFrom person,person AtLocation hide bush,apple AtLocation hide bush,1
apple InheritsFrom person,person AtLocation brother house,apple AtLocation brother house,1
apple InheritsFrom person,person AtLocation dump,apple AtLocation dump,1
apple InheritsFrom person,person AtLocation top m,apple AtLocation top m,1
apple InheritsFrom person,person AtLocation india,apple AtLocation india,1
apple InheritsFrom person,person AtLocation mcdonald drive-thru,apple AtLocation mcdonald drive-thru,1
apple InheritsFrom person,person AtLocation whistler,apple AtLocation whistler,1
apple InheritsFrom person,person AtLocation rest stop,apple AtLocation rest stop,1
apple InheritsFrom person,person AtLocation greenhouse,apple AtLocation greenhouse,1
apple InheritsFrom person,person AtLocation last place expect,apple AtLocation last place expect,1
apple InheritsFrom person,person AtLocation anywhere anyone,apple AtLocation anywhere anyone,1
apple InheritsFrom person,person AtLocation city hall,apple AtLocation city hall,1
apple InheritsFrom person,person AtLocation crater vulcano,apple AtLocation crater vulcano,1
apple InheritsFrom person,person AtLocation fly saucer,apple AtLocation fly saucer,1
apple InheritsFrom person,person AtLocation rooftop,apple AtLocation rooftop,1
apple InheritsFrom person,person AtLocation phonebooth,apple AtLocation phonebooth,1
apple InheritsFrom person,person AtLocation hurry,apple AtLocation hurry,1
apple InheritsFrom person,person AtLocation blanket,apple AtLocation blanket,1
apple InheritsFrom person,person AtLocation manhole,apple AtLocation manhole,1
apple InheritsFrom person,person AtLocation grandstand,apple AtLocation grandstand,1
apple InheritsFrom person,person AtLocation sky,apple AtLocation sky,1
apple InheritsFrom person,person AtLocation pray church,apple AtLocation pray church,1
apple InheritsFrom person,person AtLocation enjoy sunlight,apple AtLocation enjoy sunlight,1
apple InheritsFrom person,person AtLocation nearby,apple AtLocation nearby,1
apple InheritsFrom person,person AtLocation school machine gun,apple AtLocation school machine gun,1
apple InheritsFrom person,person AtLocation down gutter,apple AtLocation down gutter,1
apple InheritsFrom person,person AtLocation orgy,apple AtLocation orgy,1
apple InheritsFrom person,person AtLocation impair state mind,apple AtLocation impair state mind,1
apple InheritsFrom person,person AtLocation oncert mosh pit,apple AtLocation oncert mosh pit,1
apple InheritsFrom person,person AtLocation sheet,apple AtLocation sheet,1
apple InheritsFrom person,person AtLocation santum lap,apple AtLocation santum lap,1
apple InheritsFrom person,person AtLocation hide place,apple AtLocation hide place,1
apple InheritsFrom person,person AtLocation kremlin,apple AtLocation kremlin,1
apple InheritsFrom person,person AtLocation surface salt lake,apple AtLocation surface salt lake,1
apple InheritsFrom person,person AtLocation stair house,apple AtLocation stair house,1
apple InheritsFrom person,person AtLocation dance club,apple AtLocation dance club,1
apple InheritsFrom person,person AtLocation stand shore,apple AtLocation stand shore,1
apple InheritsFrom person,person AtLocation artist easel,apple AtLocation artist easel,1
apple InheritsFrom person,person AtLocation bordello,apple AtLocation bordello,1
apple InheritsFrom person,person AtLocation plane flight bermuda,apple AtLocation plane flight bermuda,1
apple InheritsFrom person,person AtLocation mother-in-law house,apple AtLocation mother-in-law house,1
apple InheritsFrom person,person AtLocation pain inappropriate behavior,apple AtLocation pain inappropriate behavior,1
apple InheritsFrom person,person AtLocation bed spouse,apple AtLocation bed spouse,1
apple InheritsFrom person,person AtLocation luxembourg,apple AtLocation luxembourg,1
apple InheritsFrom person,person AtLocation meditate mat,apple AtLocation meditate mat,1
apple InheritsFrom person,person AtLocation cape cod,apple AtLocation cape cod,1
apple InheritsFrom person,person AtLocation back yard,apple AtLocation back yard,1
apple InheritsFrom person,person AtLocation hore house,apple AtLocation hore house,1
apple InheritsFrom person,person AtLocation family room,apple AtLocation family room,1
apple InheritsFrom person,person AtLocation bathroo,apple AtLocation bathroo,1
apple InheritsFrom person,person AtLocation convention,apple AtLocation convention,1
apple InheritsFrom person,person AtLocation church headache,apple AtLocation church headache,1
apple InheritsFrom person,person AtLocation out open range,apple AtLocation out open range,1
apple InheritsFrom person,person AtLocation paint studio,apple AtLocation paint studio,1
apple InheritsFrom person,person AtLocation study art,apple AtLocation study art,1
apple InheritsFrom person,person AtLocation draft table,apple AtLocation draft table,1
apple InheritsFrom person,person AtLocation ranch,apple AtLocation ranch,1
apple InheritsFrom person,person AtLocation high place earth,apple AtLocation high place earth,1
apple InheritsFrom person,person AtLocation back car,apple AtLocation back car,1
apple InheritsFrom person,person AtLocation near proximity,apple AtLocation near proximity,1
apple InheritsFrom person,person AtLocation nourish themselves,apple AtLocation nourish themselves,1
apple InheritsFrom person,person AtLocation matinee,apple AtLocation matinee,1
apple InheritsFrom person,person AtLocation investigate unknown,apple AtLocation investigate unknown,1
apple InheritsFrom person,person AtLocation observe activity,apple AtLocation observe activity,1
apple InheritsFrom person,person AtLocation obverse human condition,apple AtLocation obverse human condition,1
apple InheritsFrom person,person AtLocation horse back,apple AtLocation horse back,1
apple InheritsFrom person,person AtLocation clothe closet,apple AtLocation clothe closet,1
apple InheritsFrom person,person AtLocation fence discuss nothing neighbor,apple AtLocation fence discuss nothing neighbor,1
apple InheritsFrom person,person AtLocation make jewelry,apple AtLocation make jewelry,1
apple InheritsFrom person,person AtLocation study course,apple AtLocation study course,1
apple InheritsFrom person,person AtLocation telecope view star,apple AtLocation telecope view star,1
apple InheritsFrom person,person AtLocation track,apple AtLocation track,1
apple InheritsFrom person,person AtLocation old cabin wood,apple AtLocation old cabin wood,1
apple InheritsFrom person,person AtLocation water not,apple AtLocation water not,1
apple InheritsFrom person,person AtLocation stove,apple AtLocation stove,1
apple InheritsFrom person,person AtLocation walk along road,apple AtLocation walk along road,1
apple InheritsFrom person,person AtLocation club,apple AtLocation club,1
apple InheritsFrom person,person AtLocation under umbrella,apple AtLocation under umbrella,1
apple InheritsFrom person,person AtLocation jobsite,apple AtLocation jobsite,1
apple InheritsFrom person,person AtLocation movie studio,apple AtLocation movie studio,1
apple InheritsFrom person,person AtLocation observatory,apple AtLocation observatory,1
apple InheritsFrom person,person AtLocation symposium,apple AtLocation symposium,1
apple InheritsFrom person,person AtLocation inner self,apple AtLocation inner self,1
apple InheritsFrom person,person AtLocation take walk beach,apple AtLocation take walk beach,1
apple InheritsFrom person,person AtLocation break law,apple AtLocation break law,1
apple InheritsFrom person,person AtLocation disco bar,apple AtLocation disco bar,1
apple InheritsFrom person,person AtLocation sneak out meet boyfriend,apple AtLocation sneak out meet boyfriend,1
apple InheritsFrom person,person AtLocation kitchen,apple AtLocation kitchen,1
apple InheritsFrom person,person AtLocation hustings,apple AtLocation hustings,1
apple InheritsFrom person,person AtLocation nowhere,apple AtLocation nowhere,1
apple InheritsFrom person,person AtLocation end life,apple AtLocation end life,1
apple InheritsFrom person,person AtLocation astral plain,apple AtLocation astral plain,1
apple InheritsFrom person,person AtLocation cuba,apple AtLocation cuba,1
apple InheritsFrom person,person AtLocation a,apple AtLocation a,1
apple InheritsFrom person,person AtLocation basketball stadium,apple AtLocation basketball stadium,1
apple InheritsFrom person,person AtLocation file room,apple AtLocation file room,1
apple InheritsFrom person,person AtLocation machine room,apple AtLocation machine room,1
apple InheritsFrom person,person AtLocation massage parlour,apple AtLocation massage parlour,1
apple InheritsFrom person,person AtLocation saloon,apple AtLocation saloon,1
apple InheritsFrom person,person AtLocation birmingham,apple AtLocation birmingham,1
apple InheritsFrom person,person AtLocation air raid shelter,apple AtLocation air raid shelter,1
apple InheritsFrom person,person AtLocation power station,apple AtLocation power station,1
apple InheritsFrom person,person AtLocation aeroplane,apple AtLocation aeroplane,1
apple InheritsFrom person,person AtLocation tower,apple AtLocation tower,1
apple InheritsFrom person,person AtLocation stand log,apple AtLocation stand log,1
apple InheritsFrom person,person AtLocation yoga studio,apple AtLocation yoga studio,1
apple InheritsFrom person,person AtLocation orbit around earth,apple AtLocation orbit around earth,1
apple InheritsFrom person,person AtLocation team trade,apple AtLocation team trade,1
apple InheritsFrom person,person AtLocation spatial location,apple AtLocation spatial location,1
apple InheritsFrom person,person AtLocation surface earth,apple AtLocation surface earth,1
apple InheritsFrom person,person AtLocation ice skate rink,apple AtLocation ice skate rink,1
apple InheritsFrom person,person AtLocation gas chamber,apple AtLocation gas chamber,1
apple InheritsFrom person,person AtLocation renaissance fair,apple AtLocation renaissance fair,1
apple InheritsFrom person,person AtLocation change television channel,apple AtLocation change television channel,1
apple InheritsFrom person,person AtLocation rail,apple AtLocation rail,1
apple InheritsFrom person,person AtLocation design table,apple AtLocation design table,1
apple InheritsFrom person,person AtLocation easle,apple AtLocation easle,1
apple InheritsFrom person,person AtLocation set digital timer,apple AtLocation set digital timer,1
apple InheritsFrom person,person AtLocation spash tide,apple AtLocation spash tide,1
apple InheritsFrom person,person AtLocation shore,apple AtLocation shore,1
apple InheritsFrom person,person AtLocation ocean edge,apple AtLocation ocean edge,1
apple InheritsFrom person,person AtLocation umbrealla,apple AtLocation umbrealla,1
apple InheritsFrom person,person AtLocation cocktail bar,apple AtLocation cocktail bar,1
apple InheritsFrom person,person AtLocation bar study,apple AtLocation bar study,1
apple InheritsFrom person,person AtLocation bar study other person,apple AtLocation bar study other person,1
apple InheritsFrom person,person AtLocation barre practice ballet,apple AtLocation barre practice ballet,1
apple InheritsFrom person,person AtLocation orchestra,apple AtLocation orchestra,1
apple InheritsFrom person,person AtLocation many kind performance,apple AtLocation many kind performance,1
apple InheritsFrom person,person AtLocation rock hard place,apple AtLocation rock hard place,1
apple InheritsFrom person,person AtLocation cruise,apple AtLocation cruise,1
apple InheritsFrom person,person AtLocation war neighbor,apple AtLocation war neighbor,1
apple InheritsFrom person,person AtLocation grandmother farm,apple AtLocation grandmother farm,1
apple InheritsFrom person,person AtLocation glass factory,apple AtLocation glass factory,1
apple InheritsFrom person,person AtLocation coat factory,apple AtLocation coat factory,1
apple InheritsFrom person,person AtLocation brewery,apple AtLocation brewery,1
apple InheritsFrom person,person AtLocation film shoot,apple AtLocation film shoot,1
apple InheritsFrom person,person AtLocation special place,apple AtLocation special place,1
apple InheritsFrom person,person AtLocation funeral home,apple AtLocation funeral home,1
apple InheritsFrom person,person AtLocation space camp,apple AtLocation space camp,1
apple InheritsFrom person,person AtLocation studio,apple AtLocation studio,1
apple InheritsFrom person,person AtLocation pakistan,apple AtLocation pakistan,1
apple InheritsFrom person,person AtLocation head shop,apple AtLocation head shop,1
apple InheritsFrom person,person AtLocation underground lair,apple AtLocation underground lair,1
apple InheritsFrom person,person AtLocation radio station,apple AtLocation radio station,1
apple InheritsFrom person,person AtLocation six nine,apple AtLocation six nine,1
apple InheritsFrom person,person AtLocation umbrella,apple AtLocation umbrella,1
apple InheritsFrom person,person AtLocation salloon,apple AtLocation salloon,1
apple InheritsFrom person,person AtLocation museam,apple AtLocation museam,1
apple InheritsFrom person,person AtLocation small store,apple AtLocation small store,1
apple InheritsFrom person,person AtLocation rochester,apple AtLocation rochester,1
apple InheritsFrom person,person AtLocation corridor,apple AtLocation corridor,1
apple InheritsFrom person,person AtLocation cricket match,apple AtLocation cricket match,1
apple InheritsFrom person,person AtLocation battlefield,apple AtLocation battlefield,1
apple InheritsFrom person,person AtLocation station,apple AtLocation station,1
apple InheritsFrom person,person AtLocation unlikely place,apple AtLocation unlikely place,1
apple InheritsFrom person,person AtLocation state denial,apple AtLocation state denial,1
apple InheritsFrom person,person AtLocation difficult crossroad,apple AtLocation difficult crossroad,1
apple InheritsFrom person,person AtLocation crossroad,apple AtLocation crossroad,1
apple InheritsFrom person,person AtLocation scuba dive pool,apple AtLocation scuba dive pool,1
apple InheritsFrom person,person AtLocation roller skate party,apple AtLocation roller skate party,1
apple InheritsFrom person,person AtLocation hospital give birth,apple AtLocation hospital give birth,1
apple InheritsFrom person,person AtLocation state disarray,apple AtLocation state disarray,1
apple InheritsFrom person,person AtLocation farm ride tractor,apple AtLocation farm ride tractor,1
apple InheritsFrom person,person AtLocation store steal box,apple AtLocation store steal box,1
apple InheritsFrom person,person AtLocation work turn compost pile,apple AtLocation work turn compost pile,1
apple InheritsFrom person,person AtLocation garden build compost,apple AtLocation garden build compost,1
apple InheritsFrom person,person AtLocation spread compost garden,apple AtLocation spread compost garden,1
apple InheritsFrom person,person AtLocation library research compost,apple AtLocation library research compost,1
apple InheritsFrom person,person AtLocation rake leave compost heap,apple AtLocation rake leave compost heap,1
apple InheritsFrom person,person AtLocation strawberry garden spread strawberry,apple AtLocation strawberry garden spread strawberry,1
apple InheritsFrom person,person AtLocation compost heap shoveling yard waste,apple AtLocation compost heap shoveling yard waste,1
apple InheritsFrom person,person AtLocation work compost pile,apple AtLocation work compost pile,1
apple InheritsFrom person,person AtLocation rot grave,apple AtLocation rot grave,1
apple InheritsFrom person,person AtLocation compost pile add manure,apple AtLocation compost pile add manure,1
apple InheritsFrom person,person AtLocation compost pile add potato peel,apple AtLocation compost pile add potato peel,1
apple InheritsFrom person,person AtLocation compost pile add grass clipping,apple AtLocation compost pile add grass clipping,1
apple InheritsFrom person,person AtLocation compost pile add yard waste,apple AtLocation compost pile add yard waste,1
apple InheritsFrom person,person AtLocation compost pile mix manure,apple AtLocation compost pile mix manure,1
apple InheritsFrom person,person AtLocation top compost heap,apple AtLocation top compost heap,1
apple InheritsFrom person,person AtLocation any stage compost,apple AtLocation any stage compost,1
apple InheritsFrom person,person AtLocation compost heap add manure,apple AtLocation compost heap add manure,1
apple InheritsFrom person,person AtLocation compost heap add leave,apple AtLocation compost heap add leave,1
apple InheritsFrom person,person AtLocation hockey game think compost,apple AtLocation hockey game think compost,1
apple InheritsFrom person,person AtLocation compost pile turn,apple AtLocation compost pile turn,1
apple InheritsFrom person,person AtLocation flower bed spread compost,apple AtLocation flower bed spread compost,1
apple InheritsFrom person,person AtLocation disarray,apple AtLocation disarray,1
apple InheritsFrom person,person AtLocation jamba juice,apple AtLocation jamba juice,1
