premise_1,premise_2,inferred,support_count
burn LocatedNear sun,sun Causes sun tan,burn Causes sun tan,1
freeze LocatedNear cold,cold Causes sneeze,freeze Causes sneeze,1
freeze LocatedNear cold,cold Causes become sick,freeze Causes become sick,1
freeze LocatedNear cold,cold Causes person stay home work,freeze Causes person stay home work,1
freeze LocatedNear cold,cold Causes shiver,freeze Causes shiver,1
freeze LocatedNear cold,cold Causes nose run,freeze Causes nose run,1
freeze LocatedNear cold,cold Causes neck swell,freeze Causes neck swell,1
freeze LocatedNear cold,cold Causes goose bump,freeze Causes goose bump,1
helium LocatedNear star,star Causes gravitational pull,helium Causes gravitational pull,1
helium LocatedNear star,star Causes radiant heat,helium Causes radiant heat,1
nail LocatedNear hammer,hammer Causes nail,nail Causes nail,1
shadow LocatedNear sun,sun Causes light,shadow Causes light,1
shadow LocatedNear sun,sun Causes heat,shadow Causes heat,1
shadow LocatedNear sun,sun Causes wrinkle,shadow Causes wrinkle,1
shadow LocatedNear sun,sun Causes sunburn,shadow Causes sunburn,1
shadow LocatedNear sun,sun Causes life earth,shadow Causes life earth,1
shadow LocatedNear sun,sun Causes sun tan,shadow Causes sun tan,1
drink LocatedNear food,food Causes upset stomach,drink Causes upset stomach,1
drink LocatedNear food,food Causes become little hungry,drink Causes become little hungry,1
drink LocatedNear food,food Causes no long hungry,drink Causes no long hungry,1
drink LocatedNear food,food Causes not starve,drink Causes not starve,1
drink LocatedNear food,food Causes not fear hunger,drink Causes not fear hunger,1
drink LocatedNear food,food Causes get fat,drink Causes get fat,1
drink LocatedNear food,food Causes aren't hungry,drink Causes aren't hungry,1
drink LocatedNear food,food Causes eat better,drink Causes eat better,1
drink LocatedNear food,food Causes feel fullness,drink Causes feel fullness,1
drink LocatedNear food,food Causes sometimes gain weight,drink Causes sometimes gain weight,1
drink LocatedNear food,food Causes feel little hungry,drink Causes feel little hungry,1
drink LocatedNear food,food Causes not hungry,drink Causes not hungry,1
drink LocatedNear food,food Causes feel full,drink Causes feel full,1
drink LocatedNear food,food Causes weight gain,drink Causes weight gain,1
drink LocatedNear food,food Causes full,drink Causes full,1
drink LocatedNear food,food Causes dirt,drink Causes dirt,1
drink LocatedNear food,food Causes gas,drink Causes gas,1
drink LocatedNear food,food Causes reduce hunger,drink Causes reduce hunger,1
drink LocatedNear eat,eat Causes defecate,drink Causes defecate,1
drink LocatedNear eat,eat Causes stomach ache,drink Causes stomach ache,1
drink LocatedNear eat,eat Causes feel little hungry,drink Causes feel little hungry,1
drink LocatedNear eat,eat Causes dyspepsia,drink Causes dyspepsia,1
drink LocatedNear eat,eat Causes become full,drink Causes become full,1
drink LocatedNear eat,eat Causes feel full,drink Causes feel full,1
drink LocatedNear eat,eat Causes obesity,drink Causes obesity,1
drink LocatedNear eat,eat Causes stain shirt,drink Causes stain shirt,1
drink LocatedNear eat,eat Causes make little hungry,drink Causes make little hungry,1
drink LocatedNear eat,eat Causes satisfy feel fullness,drink Causes satisfy feel fullness,1
drink LocatedNear eat,eat Causes death,drink Causes death,1
drink LocatedNear eat,eat Causes gas,drink Causes gas,1
drink LocatedNear eat,eat Causes end hunger,drink Causes end hunger,1
drink LocatedNear eat,eat Causes full belly,drink Causes full belly,1
drink LocatedNear eat,eat Causes cancer colon,drink Causes cancer colon,1
drink LocatedNear eat,eat Causes full stomach,drink Causes full stomach,1
drink LocatedNear eat,eat Causes indigestion,drink Causes indigestion,1
drink LocatedNear eat,eat Causes nausea,drink Causes nausea,1
drink LocatedNear eat,eat Causes become fat,drink Causes become fat,1
drink LocatedNear eat,eat Causes stomach upset,drink Causes stomach upset,1
drink LocatedNear eat,eat Causes trash wrapper,drink Causes trash wrapper,1
drink LocatedNear eat,eat Causes tire,drink Causes tire,1
drink LocatedNear eat,eat Causes become overweight,drink Causes become overweight,1
drink LocatedNear eat,eat Causes fece,drink Causes fece,1
drink LocatedNear eat,eat Causes reduce,drink Causes reduce,1
drink LocatedNear eat,eat Causes tooth need brush,drink Causes tooth need brush,1
drink LocatedNear eat,eat Causes mouth need clean,drink Causes mouth need clean,1
drink LocatedNear eat,eat Causes stomach feel full,drink Causes stomach feel full,1
drink LocatedNear eat,eat Causes gain energy,drink Causes gain energy,1
drink LocatedNear eat,eat Causes heartburn,drink Causes heartburn,1
drink LocatedNear eat,eat Causes bloat,drink Causes bloat,1
drink LocatedNear eat,eat Causes decrease hunger,drink Causes decrease hunger,1
drink LocatedNear eat,eat Causes satisfaction,drink Causes satisfaction,1
drink LocatedNear eat,eat Causes sleepy,drink Causes sleepy,1
drink LocatedNear eat,eat Causes not hungry any,drink Causes not hungry any,1
drink LocatedNear eat,eat Causes happy,drink Causes happy,1
drink LocatedNear eat,eat Causes eaten,drink Causes eaten,1
drink LocatedNear eat,eat Causes feel rejuvenate,drink Causes feel rejuvenate,1
drink LocatedNear eat,eat Causes stomach fuller,drink Causes stomach fuller,1
drink LocatedNear eat,eat Causes food start digest,drink Causes food start digest,1
day LocatedNear sunlight,sunlight Causes thymine thymine diamer dna,day Causes thymine thymine diamer dna,1
day LocatedNear sunlight,sunlight Causes warmth,day Causes warmth,1
earth LocatedNear sun,sun Causes light,earth Causes light,1
earth LocatedNear sun,sun Causes heat,earth Causes heat,1
earth LocatedNear sun,sun Causes wrinkle,earth Causes wrinkle,1
earth LocatedNear sun,sun Causes sunburn,earth Causes sunburn,1
earth LocatedNear sun,sun Causes life earth,earth Causes life earth,1
earth LocatedNear sun,sun Causes sun tan,earth Causes sun tan,1
shoe LocatedNear sock,sock Causes keep foot sweat up shoe,shoe Causes keep foot sweat up shoe,1
practice LocatedNear sport,sport Causes injury,practice Causes injury,1
practice LocatedNear sport,sport Causes strengthful,practice Causes strengthful,1
idea LocatedNear creativity,creativity Causes new art form,idea Causes new art form,1
fire LocatedNear smoke,smoke Causes get lung cancer,fire Causes get lung cancer,1
fire LocatedNear smoke,smoke Causes bad tooth gum,fire Causes bad tooth gum,1
fire LocatedNear smoke,smoke Causes carcinogen lung,fire Causes carcinogen lung,1
fire LocatedNear smoke,smoke Causes death,fire Causes death,1
fire LocatedNear smoke,smoke Causes cancer human,fire Causes cancer human,1
fire LocatedNear smoke,smoke Causes detrimental health,fire Causes detrimental health,1
fire LocatedNear smoke,smoke Causes lung cancer',fire Causes lung cancer',1
fire LocatedNear smoke,smoke Causes not smoke,fire Causes not smoke,1
fire LocatedNear smoke,smoke Causes cancer other deadly disease,fire Causes cancer other deadly disease,1
fire LocatedNear smoke,smoke Causes disease cancer,fire Causes disease cancer,1
fire LocatedNear smoke,smoke Causes need reparis,fire Causes need reparis,1
fire LocatedNear smoke,smoke Causes ill health,fire Causes ill health,1
fire LocatedNear smoke,smoke Causes hair smell like smoke,fire Causes hair smell like smoke,1
fire LocatedNear smoke,smoke Causes caugh,fire Causes caugh,1
fire LocatedNear smoke,smoke Causes pleasure,fire Causes pleasure,1
fire LocatedNear smoke,smoke Causes reduce lung capacity,fire Causes reduce lung capacity,1
fire LocatedNear smoke,smoke Causes birth defect,fire Causes birth defect,1
fire LocatedNear smoke,smoke Causes get other person angry,fire Causes get other person angry,1
fire LocatedNear smoke,smoke Causes persistent cough,fire Causes persistent cough,1
fire LocatedNear smoke,smoke Causes develop cough,fire Causes develop cough,1
fire LocatedNear smoke,smoke Causes bad breath,fire Causes bad breath,1
fire LocatedNear smoke,smoke Causes smell bad,fire Causes smell bad,1
fire LocatedNear smoke,smoke Causes lung disease,fire Causes lung disease,1
fire LocatedNear smoke,smoke Causes slow painful death,fire Causes slow painful death,1
fire LocatedNear smoke,smoke Causes illness love,fire Causes illness love,1
fire LocatedNear smoke,smoke Causes trigger smoke alarm,fire Causes trigger smoke alarm,1
fire LocatedNear smoke,smoke Causes smoke inhalation,fire Causes smoke inhalation,1
fire LocatedNear smoke,smoke Causes feel little healthy,fire Causes feel little healthy,1
fire LocatedNear smoke,smoke Causes kill,fire Causes kill,1
fire LocatedNear smoke,smoke Causes waste money,fire Causes waste money,1
fire LocatedNear smoke,smoke Causes mouth smell bad,fire Causes mouth smell bad,1
fire LocatedNear match,match Causes fire,fire Causes fire,1
news LocatedNear coffee,coffee Causes bad breath,news Causes bad breath,1
news LocatedNear coffee,coffee Causes insomnia,news Causes insomnia,1
news LocatedNear coffee,coffee Causes awake,news Causes awake,1
attack LocatedNear war,war Causes death destruction,attack Causes death destruction,1
attack LocatedNear war,war Causes mass death,attack Causes mass death,1
attack LocatedNear war,war Causes destruction abandonment,attack Causes destruction abandonment,1
attack LocatedNear war,war Causes person hurt,attack Causes person hurt,1
attack LocatedNear war,war Causes unrest,attack Causes unrest,1
attack LocatedNear war,war Causes many tragic incident,attack Causes many tragic incident,1
attack LocatedNear war,war Causes war,attack Causes war,1
attack LocatedNear war,war Causes human life,attack Causes human life,1
attack LocatedNear war,war Causes increase domestic violence,attack Causes increase domestic violence,1
attack LocatedNear war,war Causes cause pain,attack Causes cause pain,1
attack LocatedNear war,war Causes person die,attack Causes person die,1
attack LocatedNear war,war Causes many person starve,attack Causes many person starve,1
attack LocatedNear war,war Causes inflation,attack Causes inflation,1
attack LocatedNear war,war Causes economy collapse,attack Causes economy collapse,1
attack LocatedNear war,war Causes economy deteriorate,attack Causes economy deteriorate,1
attack LocatedNear war,war Causes person willdie,attack Causes person willdie,1
attack LocatedNear war,war Causes genocide,attack Causes genocide,1
pain LocatedNear injury,injury Causes nerve register pain,pain Causes nerve register pain,1
pain LocatedNear injury,injury Causes bleed,pain Causes bleed,1
pain LocatedNear injury,injury Causes hospital visit,pain Causes hospital visit,1
pain LocatedNear wind,wind Causes wave,pain Causes wave,1
pain LocatedNear wind,wind Causes window rattle,pain Causes window rattle,1
interest LocatedNear mortgage,mortgage Causes buy house,interest Causes buy house,1
soap LocatedNear shower,shower Causes skin become clean,soap Causes skin become clean,1
soap LocatedNear shower,shower Causes feel good,soap Causes feel good,1
soap LocatedNear shower,shower Causes wrinkle skin,soap Causes wrinkle skin,1
soap LocatedNear shower,shower Causes feel better,soap Causes feel better,1
soap LocatedNear shower,shower Causes bathroom damp,soap Causes bathroom damp,1
soap LocatedNear shower,shower Causes dry skin,soap Causes dry skin,1
soap LocatedNear shower,shower Causes feel fresh,soap Causes feel fresh,1
soap LocatedNear shower,shower Causes masturbation,soap Causes masturbation,1
soap LocatedNear shower,shower Causes get wet,soap Causes get wet,1
soap LocatedNear shower,shower Causes plant grow,soap Causes plant grow,1
soap LocatedNear shower,shower Causes hair get wet,soap Causes hair get wet,1
soap LocatedNear shower,shower Causes smell good,soap Causes smell good,1
soap LocatedNear shower,shower Causes water leak,soap Causes water leak,1
soap LocatedNear shower,shower Causes slip,soap Causes slip,1
soap LocatedNear shower,shower Causes wrinkle finger,soap Causes wrinkle finger,1
soap LocatedNear shower,shower Causes smell nice,soap Causes smell nice,1
soap LocatedNear shower,shower Causes go sleep,soap Causes go sleep,1
soap LocatedNear shower,shower Causes become cleaner,soap Causes become cleaner,1
soap LocatedNear shower,shower Causes wet hair,soap Causes wet hair,1
soap LocatedNear bath,bath Causes rash,soap Causes rash,1
soap LocatedNear bath,bath Causes drown,soap Causes drown,1
soap LocatedNear bath,bath Causes human body becokme clean,soap Causes human body becokme clean,1
soap LocatedNear bath,bath Causes become clean,soap Causes become clean,1
soap LocatedNear bath,bath Causes become wet,soap Causes become wet,1
soap LocatedNear bath,bath Causes muscle relax,soap Causes muscle relax,1
soap LocatedNear bath,bath Causes use soap,soap Causes use soap,1
soap LocatedNear bath,bath Causes get wet clean,soap Causes get wet clean,1
soap LocatedNear bath,bath Causes skin little oil,soap Causes skin little oil,1
soap LocatedNear bath,bath Causes use lot water,soap Causes use lot water,1
soap LocatedNear bath,bath Causes skin wrinkle up temporarily,soap Causes skin wrinkle up temporarily,1
soap LocatedNear bath,bath Causes run out soap,soap Causes run out soap,1
soap LocatedNear bath,bath Causes exfoliation,soap Causes exfoliation,1
soap LocatedNear bath,bath Causes body smell sweet,soap Causes body smell sweet,1
soap LocatedNear bath,bath Causes clean baby,soap Causes clean baby,1
soap LocatedNear bath,bath Causes orgasm,soap Causes orgasm,1
soap LocatedNear bath,bath Causes get cleaner,soap Causes get cleaner,1
soap LocatedNear bath,bath Causes cleanse relaxation,soap Causes cleanse relaxation,1
soap LocatedNear bath,bath Causes tension ease,soap Causes tension ease,1
soap LocatedNear bath,bath Causes need towel,soap Causes need towel,1
soap LocatedNear bath,bath Causes nice warm,soap Causes nice warm,1
soap LocatedNear bath,bath Causes make yourself clean,soap Causes make yourself clean,1
soap LocatedNear bath,bath Causes use water,soap Causes use water,1
soap LocatedNear bath,bath Causes wetness,soap Causes wetness,1
soap LocatedNear bath,bath Causes relax muscle,soap Causes relax muscle,1
soap LocatedNear bath,bath Causes loosen muscle,soap Causes loosen muscle,1
soap LocatedNear bath,bath Causes smell sweet,soap Causes smell sweet,1
soap LocatedNear bath,bath Causes cleanness,soap Causes cleanness,1
soap LocatedNear bath,bath Causes smell little,soap Causes smell little,1
soap LocatedNear bath,bath Causes will drown,soap Causes will drown,1
soap LocatedNear bath,bath Causes relaxation,soap Causes relaxation,1
soap LocatedNear bath,bath Causes not fuck smell,soap Causes not fuck smell,1
soap LocatedNear bath,bath Causes dry skin,soap Causes dry skin,1
soap LocatedNear bath,bath Causes wrinkle skin,soap Causes wrinkle skin,1
soap LocatedNear bath,bath Causes dirt go away,soap Causes dirt go away,1
soap LocatedNear bath,bath Causes wet tub,soap Causes wet tub,1
soap LocatedNear bath,bath Causes seen naked,soap Causes seen naked,1
soap LocatedNear bath,bath Causes relaxation cleanliness,soap Causes relaxation cleanliness,1
soap LocatedNear bath,bath Causes wet skin,soap Causes wet skin,1
soap LocatedNear bath,bath Causes dirt remove pore,soap Causes dirt remove pore,1
soap LocatedNear bath,bath Causes clean relax,soap Causes clean relax,1
soap LocatedNear bath,bath Causes bath while seat,soap Causes bath while seat,1
soap LocatedNear bath,bath Causes get dog clean,soap Causes get dog clean,1
soap LocatedNear bath,bath Causes nudity,soap Causes nudity,1
soap LocatedNear bath,bath Causes refresh feel,soap Causes refresh feel,1
soap LocatedNear bath,bath Causes clean smell good,soap Causes clean smell good,1
soap LocatedNear bath,bath Causes soft skin,soap Causes soft skin,1
soap LocatedNear bath,bath Causes ring around tub,soap Causes ring around tub,1
soap LocatedNear bath,bath Causes body freshness,soap Causes body freshness,1
soap LocatedNear bath,bath Causes get fresh,soap Causes get fresh,1
soap LocatedNear bath,bath Causes personal cleanliness,soap Causes personal cleanliness,1
soap LocatedNear bath,bath Causes hygeine improve,soap Causes hygeine improve,1
soap LocatedNear bath,bath Causes clear,soap Causes clear,1
soap LocatedNear bath,bath Causes clean skin,soap Causes clean skin,1
soap LocatedNear bath,bath Causes time,soap Causes time,1
soap LocatedNear bath,bath Causes fairy tale,soap Causes fairy tale,1
soap LocatedNear bath,bath Causes python,soap Causes python,1
soap LocatedNear bath,bath Causes feel contentment,soap Causes feel contentment,1
flower LocatedNear plant,plant Causes bumper crop,flower Causes bumper crop,1
planet LocatedNear sun,sun Causes light,planet Causes light,1
planet LocatedNear sun,sun Causes heat,planet Causes heat,1
planet LocatedNear sun,sun Causes wrinkle,planet Causes wrinkle,1
planet LocatedNear sun,sun Causes sunburn,planet Causes sunburn,1
planet LocatedNear sun,sun Causes life earth,planet Causes life earth,1
planet LocatedNear sun,sun Causes sun tan,planet Causes sun tan,1
china LocatedNear earthquake,earthquake Causes building collapse,china Causes building collapse,1
china LocatedNear earthquake,earthquake Causes bridge collapse,china Causes bridge collapse,1
china LocatedNear earthquake,earthquake Causes many person die,china Causes many person die,1
china LocatedNear earthquake,earthquake Causes many person hurt die,china Causes many person hurt die,1
china LocatedNear earthquake,earthquake Causes rift ground,china Causes rift ground,1
china LocatedNear earthquake,earthquake Causes lot build collapse,china Causes lot build collapse,1
china LocatedNear earthquake,earthquake Causes bring destruction house,china Causes bring destruction house,1
china LocatedNear earthquake,earthquake Causes person kill,china Causes person kill,1
china LocatedNear earthquake,earthquake Causes fire,china Causes fire,1
china LocatedNear earthquake,earthquake Causes tsunami,china Causes tsunami,1
china LocatedNear earthquake,earthquake Causes disaster,china Causes disaster,1
china LocatedNear earthquake,earthquake Causes ruin street pipeline house,china Causes ruin street pipeline house,1
lose LocatedNear win,win Causes guilt,lose Causes guilt,1
lose LocatedNear win,win Causes generousity,lose Causes generousity,1
lose LocatedNear win,win Causes beingcongratulate,lose Causes beingcongratulate,1
steel LocatedNear car,car Causes pollution,steel Causes pollution,1
oil LocatedNear car,car Causes pollution,oil Causes pollution,1
oil LocatedNear cook,cook Causes burn,oil Causes burn,1
oil LocatedNear cook,cook Causes make food hot,oil Causes make food hot,1
oil LocatedNear cook,cook Causes food eat,oil Causes food eat,1
oil LocatedNear cook,cook Causes create food,oil Causes create food,1
oil LocatedNear cook,cook Causes smoke,oil Causes smoke,1
oil LocatedNear cook,cook Causes good smell air,oil Causes good smell air,1
oil LocatedNear cook,cook Causes delicious food,oil Causes delicious food,1
oil LocatedNear cook,cook Causes make vegetable tender,oil Causes make vegetable tender,1
oil LocatedNear cook,cook Causes food heat,oil Causes food heat,1
oil LocatedNear cook,cook Causes create meal,oil Causes create meal,1
oil LocatedNear cook,cook Causes smell,oil Causes smell,1
oil LocatedNear cook,cook Causes hunger,oil Causes hunger,1
oil LocatedNear cook,cook Causes get burn,oil Causes get burn,1
oil LocatedNear cook,cook Causes dinner,oil Causes dinner,1
oil LocatedNear cook,cook Causes food odor fill house,oil Causes food odor fill house,1
oil LocatedNear cook,cook Causes create meal person,oil Causes create meal person,1
oil LocatedNear cook,cook Causes steam,oil Causes steam,1
oil LocatedNear cook,cook Causes lot wash up,oil Causes lot wash up,1
oil LocatedNear cook,cook Causes food burn,oil Causes food burn,1
oil LocatedNear cook,cook Causes hot food,oil Causes hot food,1
oil LocatedNear cook,cook Causes food get hot,oil Causes food get hot,1
oil LocatedNear cook,cook Causes yummy meal,oil Causes yummy meal,1
oil LocatedNear cook,cook Causes make favorite dish,oil Causes make favorite dish,1
oil LocatedNear cook,cook Causes obesity,oil Causes obesity,1
oil LocatedNear cook,cook Causes pride,oil Causes pride,1
oil LocatedNear cook,cook Causes heartburn,oil Causes heartburn,1
oil LocatedNear cook,cook Causes burn taste,oil Causes burn taste,1
oil LocatedNear cook,cook Causes tough food,oil Causes tough food,1
oil LocatedNear cook,cook Causes blend flavor,oil Causes blend flavor,1
oil LocatedNear cook,cook Causes miss social time,oil Causes miss social time,1
oil LocatedNear cook,cook Causes loss hunger,oil Causes loss hunger,1
oil LocatedNear cook,cook Causes warm eat,oil Causes warm eat,1
oil LocatedNear cook,cook Causes over eat,oil Causes over eat,1
oil LocatedNear cook,cook Causes spend much time,oil Causes spend much time,1
oil LocatedNear cook,cook Causes eat healthy food,oil Causes eat healthy food,1
oil LocatedNear cook,cook Causes invite friend eat,oil Causes invite friend eat,1
break LocatedNear lunch,lunch Causes not hungry,break Causes not hungry,1
break LocatedNear lunch,lunch Causes not hungry anymore,break Causes not hungry anymore,1
break LocatedNear lunch,lunch Causes feel full,break Causes feel full,1
break LocatedNear lunch,lunch Causes digestion,break Causes digestion,1
break LocatedNear lunch,lunch Causes sleepy,break Causes sleepy,1
break LocatedNear lunch,lunch Causes little hungry,break Causes little hungry,1
break LocatedNear lunch,lunch Causes full stomach,break Causes full stomach,1
break LocatedNear lunch,lunch Causes will no long hungry,break Causes will no long hungry,1
break LocatedNear lunch,lunch Causes heartburn,break Causes heartburn,1
break LocatedNear lunch,lunch Causes wash dirty dish,break Causes wash dirty dish,1
break LocatedNear lunch,lunch Causes become sleepy,break Causes become sleepy,1
break LocatedNear lunch,lunch Causes become tire,break Causes become tire,1
break LocatedNear lunch,lunch Causes reduce hunger,break Causes reduce hunger,1
break LocatedNear lunch,lunch Causes feel tire afternoon,break Causes feel tire afternoon,1
break LocatedNear lunch,lunch Causes feel satisfy,break Causes feel satisfy,1
break LocatedNear lunch,lunch Causes nouishment,break Causes nouishment,1
break LocatedNear lunch,lunch Causes miss important meet,break Causes miss important meet,1
break LocatedNear lunch,lunch Causes make business transaction,break Causes make business transaction,1
break LocatedNear lunch,lunch Causes gas,break Causes gas,1
break LocatedNear lunch,lunch Causes din experience,break Causes din experience,1
break LocatedNear lunch,lunch Causes obesity,break Causes obesity,1
break LocatedNear lunch,lunch Causes dish wash,break Causes dish wash,1
break LocatedNear lunch,lunch Causes little bite sleepiness,break Causes little bite sleepiness,1
break LocatedNear lunch,lunch Causes spend money,break Causes spend money,1
break LocatedNear lunch,lunch Causes heart burn,break Causes heart burn,1
break LocatedNear lunch,lunch Causes sickness,break Causes sickness,1
care LocatedNear hug,hug Causes arousal,care Causes arousal,1
dream LocatedNear sleep,sleep Causes get proper amount rest,dream Causes get proper amount rest,1
dream LocatedNear sleep,sleep Causes nightmare,dream Causes nightmare,1
dream LocatedNear sleep,sleep Causes feel rest,dream Causes feel rest,1
dream LocatedNear sleep,sleep Causes restore vitality,dream Causes restore vitality,1
dream LocatedNear sleep,sleep Causes wake up fully rest,dream Causes wake up fully rest,1
dream LocatedNear sleep,sleep Causes might dream,dream Causes might dream,1
dream LocatedNear sleep,sleep Causes no long tire,dream Causes no long tire,1
dream LocatedNear sleep,sleep Causes person feel better,dream Causes person feel better,1
dream LocatedNear sleep,sleep Causes refreshment,dream Causes refreshment,1
dream LocatedNear sleep,sleep Causes lose job,dream Causes lose job,1
dream LocatedNear sleep,sleep Causes miss appointment,dream Causes miss appointment,1
dream LocatedNear sleep,sleep Causes wake up morning rest,dream Causes wake up morning rest,1
dream LocatedNear sleep,sleep Causes drool,dream Causes drool,1
dream LocatedNear sleep,sleep Causes rejuvenatiobn,dream Causes rejuvenatiobn,1
dream LocatedNear sleep,sleep Causes rejuvenation,dream Causes rejuvenation,1
dream LocatedNear sleep,sleep Causes gain energy,dream Causes gain energy,1
dream LocatedNear sleep,sleep Causes fun,dream Causes fun,1
dream LocatedNear sleep,sleep Causes waste time,dream Causes waste time,1
dream LocatedNear sleep,sleep Causes bad smell,dream Causes bad smell,1
dream LocatedNear sleep,sleep Causes improvement health,dream Causes improvement health,1
dream LocatedNear sleep,sleep Causes awakeness,dream Causes awakeness,1
dream LocatedNear sleep,sleep Causes energy,dream Causes energy,1
dream LocatedNear sleep,sleep Causes erection,dream Causes erection,1
dream LocatedNear sleep,sleep Causes restful mind,dream Causes restful mind,1
dream LocatedNear sleep,sleep Causes deep breathe,dream Causes deep breathe,1
dream LocatedNear sleep,sleep Causes bedsore,dream Causes bedsore,1
dream LocatedNear sleep,sleep Causes wake up hungry,dream Causes wake up hungry,1
dream LocatedNear sleep,sleep Causes breathe problem surface,dream Causes breathe problem surface,1
dream LocatedNear sleep,sleep Causes become little tire,dream Causes become little tire,1
dream LocatedNear sleep,sleep Causes delay,dream Causes delay,1
dream LocatedNear sleep,sleep Causes headache,dream Causes headache,1
dream LocatedNear sleep,sleep Causes body feel comfortable,dream Causes body feel comfortable,1
dream LocatedNear sleep,sleep Causes feel much lighter,dream Causes feel much lighter,1
dream LocatedNear sleep,sleep Causes refresh mind,dream Causes refresh mind,1
dream LocatedNear sleep,sleep Causes get better,dream Causes get better,1
dream LocatedNear sleep,sleep Causes feel energize,dream Causes feel energize,1
dream LocatedNear sleep,sleep Causes not feel tire anymore,dream Causes not feel tire anymore,1
dream LocatedNear sleep,sleep Causes dont feel sleepy anymore,dream Causes dont feel sleepy anymore,1
jury LocatedNear judge,judge Causes judgement make,jury Causes judgement make,1
jury LocatedNear judge,judge Causes controversy,jury Causes controversy,1
jury LocatedNear judge,judge Causes hurt feeling,jury Causes hurt feeling,1
jury LocatedNear judge,judge Causes become narrow mind,jury Causes become narrow mind,1
jury LocatedNear judge,judge Causes argument,jury Causes argument,1
jury LocatedNear judge,judge Causes get judge,jury Causes get judge,1
jury LocatedNear judge,judge Causes feeling hurt,jury Causes feeling hurt,1
jury LocatedNear judge,judge Causes judgement,jury Causes judgement,1
jury LocatedNear judge,judge Causes go jail,jury Causes go jail,1
jury LocatedNear judge,judge Causes no true understand,jury Causes no true understand,1
jury LocatedNear judge,judge Causes feel not value,jury Causes feel not value,1
jury LocatedNear judge,judge Causes prejudice,jury Causes prejudice,1
jury LocatedNear judge,judge Causes lot pain,jury Causes lot pain,1
jury LocatedNear judge,judge Causes verdict,jury Causes verdict,1
jury LocatedNear judge,judge Causes responsibility,jury Causes responsibility,1
jury LocatedNear judge,judge Causes label,jury Causes label,1
jury LocatedNear judge,judge Causes pain,jury Causes pain,1
jury LocatedNear judge,judge Causes feel bad,jury Causes feel bad,1
jury LocatedNear judge,judge Causes guilty feeling,jury Causes guilty feeling,1
jury LocatedNear judge,judge Causes resentment,jury Causes resentment,1
jury LocatedNear judge,judge Causes false feel superiority,jury Causes false feel superiority,1
jury LocatedNear judge,judge Causes person dislike,jury Causes person dislike,1
jury LocatedNear judge,judge Causes dislike,jury Causes dislike,1
jury LocatedNear judge,judge Causes conflict,jury Causes conflict,1
jury LocatedNear judge,judge Causes love,jury Causes love,1
line LocatedNear pen,pen Causes pain,line Causes pain,1
line LocatedNear pen,pen Causes sleep,line Causes sleep,1
lightning LocatedNear storm,storm Causes person inside build,lightning Causes person inside build,1
lightning LocatedNear storm,storm Causes rain fall,lightning Causes rain fall,1
ink LocatedNear pen,pen Causes pain,ink Causes pain,1
ink LocatedNear pen,pen Causes sleep,ink Causes sleep,1
meadow LocatedNear cow,cow Causes moo,meadow Causes moo,1
glass LocatedNear drink,drink Causes little thirst,glass Causes little thirst,1
glass LocatedNear drink,drink Causes die car crash,glass Causes die car crash,1
glass LocatedNear drink,drink Causes headache,glass Causes headache,1
glass LocatedNear drink,drink Causes wet mouth,glass Causes wet mouth,1
glass LocatedNear drink,drink Causes go pee,glass Causes go pee,1
glass LocatedNear drink,drink Causes little thirsty,glass Causes little thirsty,1
glass LocatedNear drink,drink Causes intoxication,glass Causes intoxication,1
glass LocatedNear drink,drink Causes get totally drunk,glass Causes get totally drunk,1
glass LocatedNear drink,drink Causes drunkenness,glass Causes drunkenness,1
glass LocatedNear drink,drink Causes sickness,glass Causes sickness,1
glass LocatedNear drink,drink Causes loss control,glass Causes loss control,1
glass LocatedNear drink,drink Causes destruction brain cell,glass Causes destruction brain cell,1
glass LocatedNear drink,drink Causes stupidity,glass Causes stupidity,1
glass LocatedNear drink,drink Causes full bladder,glass Causes full bladder,1
glass LocatedNear drink,drink Causes hydrate body,glass Causes hydrate body,1
glass LocatedNear drink,drink Causes body become rehydrate,glass Causes body become rehydrate,1
glass LocatedNear drink,drink Causes pee late,glass Causes pee late,1
glass LocatedNear drink,drink Causes drunken stupidity,glass Causes drunken stupidity,1
glass LocatedNear drink,drink Causes need urinate,glass Causes need urinate,1
glass LocatedNear drink,drink Causes become drunk,glass Causes become drunk,1
glass LocatedNear drink,drink Causes sleepy,glass Causes sleepy,1
glass LocatedNear drink,drink Causes dizziness,glass Causes dizziness,1
glass LocatedNear drink,drink Causes feel dizzy,glass Causes feel dizzy,1
glass LocatedNear drink,drink Causes not thirsty anymore,glass Causes not thirsty anymore,1
glass LocatedNear drink,drink Causes mouth wet,glass Causes mouth wet,1
glass LocatedNear car,car Causes pollution,glass Causes pollution,1
view LocatedNear eye,eye Causes entertainment,view Causes entertainment,1
clean LocatedNear soap,soap Causes harm fish,clean Causes harm fish,1
nowhere LocatedNear nothing,nothing Causes nothing done,nowhere Causes nothing done,1
sand LocatedNear sugar,sugar Causes cavity,sand Causes cavity,1
floor LocatedNear walk,walk Causes go somewhere else,floor Causes go somewhere else,1
floor LocatedNear walk,walk Causes get another location,floor Causes get another location,1
floor LocatedNear walk,walk Causes get place another,floor Causes get place another,1
floor LocatedNear walk,walk Causes move body,floor Causes move body,1
