Premise 1,Premise 2,Inferred,Gemini Response,Pattern
fight LocatedNear wrestle,wrestle Causes blood,fight Causes blood,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes physical injury,fight Causes physical injury,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes nose broken,fight Causes nose broken,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes unexpected homosexual arousal,fight Causes unexpected homosexual arousal,no,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes erection,fight Causes erection,no,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes entertain redneck,fight Causes entertain redneck,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes free,fight Causes free,no,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes pin,fight Causes pin,no,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes death,fight Causes death,no,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes califlower ear,fight Causes califlower ear,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes victory defeat,fight Causes victory defeat,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes get hurt,fight Causes get hurt,yes,LocatedNear_Causes
fight LocatedNear bully,bully Causes sadness,fight Causes sadness,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes get proper amount rest,even Causes get proper amount rest,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes nightmare,even Causes nightmare,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes feel rest,even Causes feel rest,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes restore vitality,even Causes restore vitality,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes wake up fully rest,even Causes wake up fully rest,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes might dream,even Causes might dream,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes no long tire,even Causes no long tire,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes person feel better,even Causes person feel better,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes refreshment,even Causes refreshment,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes lose job,even Causes lose job,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes miss appointment,even Causes miss appointment,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes wake up morning rest,even Causes wake up morning rest,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes drool,even Causes drool,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes rejuvenatiobn,even Causes rejuvenatiobn,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes rejuvenation,even Causes rejuvenation,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes gain energy,even Causes gain energy,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes fun,even Causes fun,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes waste time,even Causes waste time,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes bad smell,even Causes bad smell,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes improvement health,even Causes improvement health,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes awakeness,even Causes awakeness,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes energy,even Causes energy,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes erection,even Causes erection,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes restful mind,even Causes restful mind,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes deep breathe,even Causes deep breathe,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes bedsore,even Causes bedsore,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes wake up hungry,even Causes wake up hungry,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes breathe problem surface,even Causes breathe problem surface,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes become little tire,even Causes become little tire,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes delay,even Causes delay,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes headache,even Causes headache,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes body feel comfortable,even Causes body feel comfortable,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes feel much lighter,even Causes feel much lighter,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes refresh mind,even Causes refresh mind,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes get better,even Causes get better,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes feel energize,even Causes feel energize,no,LocatedNear_Causes
even LocatedNear sleep,sleep Causes not feel tire anymore,even Causes not feel tire anymore,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes dont feel sleepy anymore,even Causes dont feel sleepy anymore,yes,LocatedNear_Causes
back LocatedNear end,end Causes sadness,back Causes sadness,no,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes light,sunlight Causes light,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes heat,sunlight Causes heat,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes wrinkle,sunlight Causes wrinkle,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes sunburn,sunlight Causes sunburn,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes life earth,sunlight Causes life earth,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes sun tan,sunlight Causes sun tan,yes,LocatedNear_Causes
opinion LocatedNear argument,argument Causes violence,opinion Causes violence,no,LocatedNear_Causes
sight LocatedNear eye,eye Causes entertainment,sight Causes entertainment,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes ulcer stomach,depression Causes ulcer stomach,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes depression,depression Causes depression,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes fatigue,depression Causes fatigue,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes ulcer,depression Causes ulcer,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes heart attack,depression Causes heart attack,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes headache,depression Causes headache,no,LocatedNear_Causes
depression LocatedNear stress,stress Causes health problem,depression Causes health problem,no,LocatedNear_Causes
alone LocatedNear nothing,nothing Causes nothing done,alone Causes nothing done,yes,LocatedNear_Causes
ride LocatedNear car,car Causes pollution,ride Causes pollution,no,LocatedNear_Causes
blow LocatedNear wind,wind Causes wave,blow Causes wave,yes,LocatedNear_Causes
blow LocatedNear wind,wind Causes window rattle,blow Causes window rattle,no,LocatedNear_Causes
union LocatedNear government,government Causes organize society,union Causes organize society,yes,LocatedNear_Causes
tune LocatedNear music,music Causes emotional response,tune Causes emotional response,yes,LocatedNear_Causes
blood LocatedNear vampire,vampire Causes fear,blood Causes fear,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes mild euphoria,fit Causes mild euphoria,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes feel alertness,fit Causes feel alertness,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes pain,fit Causes pain,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes gain muscle,fit Causes gain muscle,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes exhaustion,fit Causes exhaustion,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes improve youre health,fit Causes improve youre health,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes spend energy,fit Causes spend energy,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes lack energy,fit Causes lack energy,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes feel healthy,fit Causes feel healthy,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes breathlessness,fit Causes breathlessness,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes perspiration help cool body,fit Causes perspiration help cool body,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes increase muscle mass,fit Causes increase muscle mass,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes work up sweat,fit Causes work up sweat,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes become healthy,fit Causes become healthy,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes injure yourself,fit Causes injure yourself,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes charley horse,fit Causes charley horse,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes pull muscle,fit Causes pull muscle,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes injure oneself,fit Causes injure oneself,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes physically fit,fit Causes physically fit,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes develop muscle mass,fit Causes develop muscle mass,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes feel better yourself,fit Causes feel better yourself,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes relaxation,fit Causes relaxation,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes strengthen heart,fit Causes strengthen heart,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes burn energy,fit Causes burn energy,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes get big muscle,fit Causes get big muscle,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes breathe,fit Causes breathe,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes strengthen body,fit Causes strengthen body,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes indigestion,fit Causes indigestion,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes fart,fit Causes fart,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes use energy,fit Causes use energy,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes cramp,fit Causes cramp,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes increase fitness,fit Causes increase fitness,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes muscle form,fit Causes muscle form,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes need food,fit Causes need food,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes strain,fit Causes strain,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes muscle affect,fit Causes muscle affect,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes wait machine,fit Causes wait machine,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes become better math,fit Causes become better math,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes efficient blood circulation,fit Causes efficient blood circulation,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes die,fit Causes die,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes stress,fit Causes stress,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes time,fit Causes time,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes feel,fit Causes feel,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes erect,fit Causes erect,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes suck,fit Causes suck,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes ejaculation,fit Causes ejaculation,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes fit body,fit Causes fit body,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes thirst,fit Causes thirst,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes will build muscle,fit Causes will build muscle,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes better body shape,fit Causes better body shape,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes diet,fit Causes diet,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes sometimes feel fatigue,fit Causes sometimes feel fatigue,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes sometimes hard,fit Causes sometimes hard,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes better body,fit Causes better body,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes better physical form,fit Causes better physical form,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes tire also strong,fit Causes tire also strong,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes get strong,fit Causes get strong,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes get tire,fit Causes get tire,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes much fit,fit Causes much fit,no,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes dog bark,fit Causes dog bark,no,LocatedNear_Causes
fit LocatedNear work out,work out Causes soreness,fit Causes soreness,no,LocatedNear_Causes
fit LocatedNear work out,work out Causes lose weight,fit Causes lose weight,no,LocatedNear_Causes
fit LocatedNear work out,work out Causes sweat,fit Causes sweat,no,LocatedNear_Causes
fit LocatedNear work out,work out Causes body get healthy,fit Causes body get healthy,no,LocatedNear_Causes
fit LocatedNear work out,work out Causes feel out breath,fit Causes feel out breath,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes expent money,sale Causes expent money,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes go over credit limit,sale Causes go over credit limit,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes buy not need,sale Causes buy not need,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes little money leave,sale Causes little money leave,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes overspend,sale Causes overspend,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes bankruptcy,sale Causes bankruptcy,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes little money,sale Causes little money,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes acquire object,sale Causes acquire object,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes feel temporary happiness,sale Causes feel temporary happiness,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes not any money,sale Causes not any money,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes fulfil need,sale Causes fulfil need,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes buy car,sale Causes buy car,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes buy new clothe,sale Causes buy new clothe,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes buy merchandise,sale Causes buy merchandise,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes loss money,sale Causes loss money,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes ownership goods,sale Causes ownership goods,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes refine favorite item,sale Causes refine favorite item,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes new clothe,sale Causes new clothe,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes tiredness,sale Causes tiredness,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes debt,sale Causes debt,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes callus,sale Causes callus,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes run out money,sale Causes run out money,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes panic,sale Causes panic,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes may find buy,sale Causes may find buy,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes buy grape,sale Causes buy grape,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes well stock cupboard,sale Causes well stock cupboard,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes stock up essential,sale Causes stock up essential,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes impatient husband,sale Causes impatient husband,no,LocatedNear_Causes
sale LocatedNear shop,shop Causes stand line,sale Causes stand line,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes exchange money goods service,sale Causes exchange money goods service,yes,LocatedNear_Causes
street LocatedNear drive,drive Causes tunnel vision,street Causes tunnel vision,no,LocatedNear_Causes
street LocatedNear drive,drive Causes chase police,street Causes chase police,no,LocatedNear_Causes
street LocatedNear drive,drive Causes get accident,street Causes get accident,no,LocatedNear_Causes
street LocatedNear drive,drive Causes change location,street Causes change location,no,LocatedNear_Causes
street LocatedNear drive,drive Causes injury,street Causes injury,no,LocatedNear_Causes
street LocatedNear drive,drive Causes use gas,street Causes use gas,no,LocatedNear_Causes
street LocatedNear drive,drive Causes boredom,street Causes boredom,no,LocatedNear_Causes
street LocatedNear drive,drive Causes arrive destination,street Causes arrive destination,no,LocatedNear_Causes
street LocatedNear drive,drive Causes tension headache,street Causes tension headache,no,LocatedNear_Causes
street LocatedNear drive,drive Causes death,street Causes death,no,LocatedNear_Causes
street LocatedNear drive,drive Causes traffic jam,street Causes traffic jam,no,LocatedNear_Causes
street LocatedNear drive,drive Causes may die,street Causes may die,no,LocatedNear_Causes
street LocatedNear drive,drive Causes car sickness,street Causes car sickness,no,LocatedNear_Causes
street LocatedNear drive,drive Causes become lazy,street Causes become lazy,no,LocatedNear_Causes
street LocatedNear drive,drive Causes road-head,street Causes road-head,no,LocatedNear_Causes
street LocatedNear drive,drive Causes crash car,street Causes crash car,no,LocatedNear_Causes
street LocatedNear drive,drive Causes get place another,street Causes get place another,no,LocatedNear_Causes
street LocatedNear drive,drive Causes go fast walk,street Causes go fast walk,no,LocatedNear_Causes
street LocatedNear drive,drive Causes vehicle collision,street Causes vehicle collision,no,LocatedNear_Causes
street LocatedNear drive,drive Causes tire wear,street Causes tire wear,yes,LocatedNear_Causes
street LocatedNear drive,drive Causes fatigue,street Causes fatigue,no,LocatedNear_Causes
street LocatedNear drive,drive Causes lack fuel,street Causes lack fuel,no,LocatedNear_Causes
street LocatedNear drive,drive Causes injury wreck,street Causes injury wreck,no,LocatedNear_Causes
street LocatedNear drive,drive Causes gas combust,street Causes gas combust,no,LocatedNear_Causes
street LocatedNear drive,drive Causes engine heat,street Causes engine heat,no,LocatedNear_Causes
street LocatedNear drive,drive Causes engine ignite,street Causes engine ignite,no,LocatedNear_Causes
street LocatedNear drive,drive Causes ignition engage,street Causes ignition engage,no,LocatedNear_Causes
street LocatedNear drive,drive Causes wheel turn,street Causes wheel turn,no,LocatedNear_Causes
street LocatedNear drive,drive Causes scene flash,street Causes scene flash,no,LocatedNear_Causes
street LocatedNear drive,drive Causes cause car move,street Causes cause car move,no,LocatedNear_Causes
street LocatedNear drive,drive Causes traffic accident,street Causes traffic accident,no,LocatedNear_Causes
conclusion LocatedNear end,end Causes sadness,conclusion Causes sadness,no,LocatedNear_Causes
handle LocatedNear hammer,hammer Causes nail,handle Causes nail,no,LocatedNear_Causes
stage LocatedNear play,play Causes learn,stage Causes learn,no,LocatedNear_Causes
stage LocatedNear play,play Causes skin knee,stage Causes skin knee,no,LocatedNear_Causes
stage LocatedNear play,play Causes competitiveness,stage Causes competitiveness,no,LocatedNear_Causes
stage LocatedNear play,play Causes get tire much fun,stage Causes get tire much fun,no,LocatedNear_Causes
stage LocatedNear play,play Causes lose,stage Causes lose,no,LocatedNear_Causes
stage LocatedNear play,play Causes use up energy,stage Causes use up energy,no,LocatedNear_Causes
stage LocatedNear play,play Causes get tire,stage Causes get tire,no,LocatedNear_Causes
stage LocatedNear play,play Causes skill development interaction,stage Causes skill development interaction,no,LocatedNear_Causes
stage LocatedNear play,play Causes audience hear music,stage Causes audience hear music,no,LocatedNear_Causes
stage LocatedNear play,play Causes satisfaction,stage Causes satisfaction,no,LocatedNear_Causes
stage LocatedNear play,play Causes feel happy,stage Causes feel happy,no,LocatedNear_Causes
stage LocatedNear play,play Causes fatigue,stage Causes fatigue,no,LocatedNear_Causes
stage LocatedNear play,play Causes hungry,stage Causes hungry,no,LocatedNear_Causes
stage LocatedNear play,play Causes initiate creative energy,stage Causes initiate creative energy,no,LocatedNear_Causes
stage LocatedNear play,play Causes loose,stage Causes loose,no,LocatedNear_Causes
stage LocatedNear play,play Causes fitness,stage Causes fitness,no,LocatedNear_Causes
stage LocatedNear play,play Causes want rest,stage Causes want rest,no,LocatedNear_Causes
stage LocatedNear play,play Causes dream,stage Causes dream,no,LocatedNear_Causes
athlete LocatedNear sport,sport Causes injury,athlete Causes injury,no,LocatedNear_Causes
athlete LocatedNear sport,sport Causes strengthful,athlete Causes strengthful,no,LocatedNear_Causes
joy LocatedNear happiness,happiness Causes tear,joy Causes tear,no,LocatedNear_Causes
joy LocatedNear happiness,happiness Causes laughter,joy Causes laughter,no,LocatedNear_Causes
joy LocatedNear happiness,happiness Causes love,joy Causes love,no,LocatedNear_Causes
detective LocatedNear crime,crime Causes punishment offender,detective Causes punishment offender,no,LocatedNear_Causes
high LocatedNear cloud,cloud Causes shade,high Causes shade,no,LocatedNear_Causes
pupil LocatedNear eye,eye Causes entertainment,pupil Causes entertainment,no,LocatedNear_Causes
last LocatedNear end,end Causes sadness,last Causes sadness,no,LocatedNear_Causes
captain LocatedNear sport,sport Causes injury,captain Causes injury,no,LocatedNear_Causes
captain LocatedNear sport,sport Causes strengthful,captain Causes strengthful,no,LocatedNear_Causes
captain LocatedNear football,football Causes stress,captain Causes stress,no,LocatedNear_Causes
peace LocatedNear war,war Causes death destruction,peace Causes death destruction,no,LocatedNear_Causes
peace LocatedNear war,war Causes mass death,peace Causes mass death,no,LocatedNear_Causes
peace LocatedNear war,war Causes destruction abandonment,peace Causes destruction abandonment,no,LocatedNear_Causes
peace LocatedNear war,war Causes person hurt,peace Causes person hurt,no,LocatedNear_Causes
peace LocatedNear war,war Causes unrest,peace Causes unrest,no,LocatedNear_Causes
peace LocatedNear war,war Causes many tragic incident,peace Causes many tragic incident,no,LocatedNear_Causes
peace LocatedNear war,war Causes war,peace Causes war,no,LocatedNear_Causes
peace LocatedNear war,war Causes human life,peace Causes human life,no,LocatedNear_Causes
peace LocatedNear war,war Causes increase domestic violence,peace Causes increase domestic violence,no,LocatedNear_Causes
peace LocatedNear war,war Causes cause pain,peace Causes cause pain,no,LocatedNear_Causes
peace LocatedNear war,war Causes person die,peace Causes person die,no,LocatedNear_Causes
peace LocatedNear war,war Causes many person starve,peace Causes many person starve,no,LocatedNear_Causes
peace LocatedNear war,war Causes inflation,peace Causes inflation,no,LocatedNear_Causes
peace LocatedNear war,war Causes economy collapse,peace Causes economy collapse,no,LocatedNear_Causes
peace LocatedNear war,war Causes economy deteriorate,peace Causes economy deteriorate,no,LocatedNear_Causes
peace LocatedNear war,war Causes person willdie,peace Causes person willdie,no,LocatedNear_Causes
peace LocatedNear war,war Causes genocide,peace Causes genocide,no,LocatedNear_Causes
peace LocatedNear love,love Causes person act strangely,peace Causes person act strangely,no,LocatedNear_Causes
peace LocatedNear love,love Causes pain,peace Causes pain,no,LocatedNear_Causes
peace LocatedNear love,love Causes death,peace Causes death,no,LocatedNear_Causes
peace LocatedNear love,love Causes person enjoy together,peace Causes person enjoy together,no,LocatedNear_Causes
peace LocatedNear love,love Causes pain suffer,peace Causes pain suffer,no,LocatedNear_Causes
peace LocatedNear love,love Causes belief,peace Causes belief,no,LocatedNear_Causes
peace LocatedNear love,love Causes learn,peace Causes learn,no,LocatedNear_Causes
peace LocatedNear love,love Causes understand,peace Causes understand,no,LocatedNear_Causes
peace LocatedNear love,love Causes happiness,peace Causes happiness,no,LocatedNear_Causes
peace LocatedNear love,love Causes envision beautiful world,peace Causes envision beautiful world,yes,LocatedNear_Causes
peace LocatedNear love,love Causes baby born,peace Causes baby born,no,LocatedNear_Causes
peace LocatedNear love,love Causes despair,peace Causes despair,no,LocatedNear_Causes
peace LocatedNear love,love Causes poverty,peace Causes poverty,no,LocatedNear_Causes
peace LocatedNear love,love Causes child,peace Causes child,no,LocatedNear_Causes
peace LocatedNear love,love Causes pretty,peace Causes pretty,no,LocatedNear_Causes
peace LocatedNear love,love Causes stupid,peace Causes stupid,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes phone,forget Causes phone,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes nostalgia,forget Causes nostalgia,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes sad,forget Causes sad,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes trauma,forget Causes trauma,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes embaressment,forget Causes embaressment,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes self doubt,forget Causes self doubt,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes able use knowledge,forget Causes able use knowledge,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes pain,forget Causes pain,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes not forget,forget Causes not forget,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes realize forgotten,forget Causes realize forgotten,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes slap forehead,forget Causes slap forehead,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes avoid old mistake,forget Causes avoid old mistake,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes feeling joy,forget Causes feeling joy,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes feel emotional past event,forget Causes feel emotional past event,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes smile,forget Causes smile,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes emotional pain,forget Causes emotional pain,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes know,forget Causes know,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes experience happy memory,forget Causes experience happy memory,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes find key,forget Causes find key,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes emotional response,forget Causes emotional response,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes memory come back,forget Causes memory come back,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes laugh,forget Causes laugh,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes benefit lesson learn,forget Causes benefit lesson learn,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes brain get sharp,forget Causes brain get sharp,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes strong emotion,forget Causes strong emotion,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes feel satisfy,forget Causes feel satisfy,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes pleasure,forget Causes pleasure,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes remember other,forget Causes remember other,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes forget why remember,forget Causes forget why remember,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes feeling come up,forget Causes feeling come up,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes little forget,forget Causes little forget,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes first forget,forget Causes first forget,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes depression,forget Causes depression,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes prepare,forget Causes prepare,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes emotional connection,forget Causes emotional connection,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes inspiration,forget Causes inspiration,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes snap finger,forget Causes snap finger,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes lose attention audience,forget Causes lose attention audience,no,LocatedNear_Causes
forget LocatedNear remember,remember Causes problem,forget Causes problem,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes able learn new,forget Causes able learn new,yes,LocatedNear_Causes
heaven LocatedNear god,god Causes miracle,heaven Causes miracle,no,LocatedNear_Causes
heaven LocatedNear god,god Causes inscrutable,heaven Causes inscrutable,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes pee pant,shock Causes pee pant,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes humor,shock Causes humor,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes heart-attack,shock Causes heart-attack,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes discomfort shock,shock Causes discomfort shock,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes laughter,shock Causes laughter,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes make person happy,shock Causes make person happy,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes angry reaction,shock Causes angry reaction,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes joy,shock Causes joy,no,LocatedNear_Causes
